key,data_type,n,Ham,rob_minTPS_list,pred_minTPS_list, rob_threshold, pred_threshold, time_limit
2qubits_$H_{is}$_minTPS_0404_2233_25,minTPS,2,$H_{is}$,"[[[""$H_n$"", ""$H_0$"", ""$H_1$"", ""$H_2$"", ""$H_3$""], [[0.0, 0.0], [3.233024958859687e-12, 0.18285768814116865], [9.803269307440132e-14, 0.04053056597132826], [1.9595436384634013e-13, 0.006728836352085821], [2.2793433807066776e-12, 0.05847424626801245]], [[0.23602447275785704, 0.25011260409053365], [0.1488796450150111, 0.20515869469737347], [0.22054584730133453, 0.24231619521402814], [0.2335773309253371, 0.248887513691317], [0.03898283084543064, 0.14627428076925986]], [[0.011141510348124873, 0.010276530175762567], [0.004433029739766611, 0.003241723387044036], [0.009728094152364065, 0.008321635020257807], [0.010911673904422589, 0.009940252605750991], [0.00030393222010915294, 0.0034234911349073616]], [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [-0.842414702346076, -0.10672444757306715, -1.318597879621426, 0.7461467569776774, 0.4135108074518669, 0.004736343564667804, 0.11502637161916694, 0.30406169289542834, -0.5730159793870532, -0.6773032711820615, -0.7937414809690932, 0.3890845152882501, -0.1629021276890389, 0.5895991302527469, -3.8026159283828416], [-0.0548658038012247, 0.38260109797684516, 0.14375205438404792, -0.04149940118345491, -2.761065418732187, -0.2505733633955543, -0.09543259356987088, 0.080834063992971, 1.2698003503467377, -0.7053500611595784, 0.009977224518337165, -0.9355208315679098, -0.307722591934511, -0.16923879753105514, -0.022012517322214934], [0.443843851578248, -0.012194969708782099, 0.22545748145102712, -0.9878289646358507, 0.3311947776952856, 0.7744690637238675, -0.5116361995401616, 0.62966006114178, -0.31123085846524634, -0.4791914999883361, -0.8449719826569331, 0.7209517686037502, 0.018874463892693705, -0.8903259690304711, 0.16467451576074926], [0.09169796870745438, -0.008258837239737322, -0.1441230531822606, -0.08791698703829244, -0.04012101022061321, -0.09473417035591454, -1.3972305622267625, -0.9991695611524862, 0.7463139630149715, -0.3637902001182015, 1.0635591730369236, -0.2486812843567116, -0.7617239558198401, 0.20542213638435747, -0.16787828731461085]], 1, 1e-11]]","[[[""$H_n$"", ""$H_0$"", ""$H_1$"", ""$H_2$"", ""$H_3$""], [[0.0, 0.0], [5.551115123125783e-17, 7.48401340899818e-13], [1.1102230246251565e-16, 5.559552818112934e-12], [9.527933997333093e-13, 3.681721594261944e-12], [0.0, 3.045452778849267e-12]], [[0.23602447275785704, 0.25011260409053365], [0.23602447275744845, 0.2501126040903294], [0.23602447275544702, 0.25011260408932867], [2.4546753518706055e-12, 0.12505630204660703], [0.23602447275638844, 0.2501126040897994]], [[0.011141510348124873, 0.010276530175762567], [0.0111415103480863, 0.010276530175705467], [0.011141510347897347, 0.010276530175425926], [0.0, 0.005138265087749616], [0.011141510347986223, 0.010276530175557352]], [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0.06968912066149663, 0.4958919726693332, -0.9838739516419968, 0.006139437974118153, 2.114867628338099, -0.0548613839552078, 0.261918954974264, 0.0646846340995782, 2.0349453247840064, -0.21937473024147058, 0.05116489709822282, 0.863707058819492, -0.3377573614330769, 0.0361475077625932, -0.01148055300407607], [0.18458583726813796, 0.030055629228040316, -0.7829408040919865, 0.002880746961823259, 1.0465241990501721, -2.8393940477422497, 0.24567957410367686, -0.009772955542643343, -0.5769031766235116, -0.07848678260486547, -0.058958982736554616, 0.659340614207164, -0.011546344761472427, 0.022395089442031457, -0.00323277607763754], [-0.16548552838380493, 0.7198688521422285, 0.6478063890370298, 0.006273874204935064, -0.15154170811106393, 0.012499212318008535, 0.4329648108233153, -0.1729120001461395, 0.3178677154671057, 0.022806063544661602, -0.0450534330887686, -2.3678471523752314, 0.198858514661032, -1.0878777817824006, 0.9161353785260044], [0.007612767592905906, -0.009083296568168291, -0.08139501519281483, 0.0039057317371811004, 1.722847044658136, 2.1948707439703865, -0.07036942519555486, 0.011431187150212652, -0.9021517392509609, 0.501642556457563, 0.0036866394676335944, -0.1866774666467949, 0.0442530416415185, 0.05475050525538218, 0.677604815066841]], 3, 1e-11]]"
3qubits_$H_{is}$_minTPS_0404_2315_25,minTPS,3,$H_{is}$,"[[[""$H_n$"", ""$H_0$"", ""$H_1$"", ""$H_2$"", ""$H_3$""], [[0.0, 0.0], [5.007105841059456e-13, 5.007105841059456e-13], [9.919842725025774e-14, 1.6509016376176078e-13], [3.3861802251067274e-14, 5.984102102729594e-14], [6.676326158583379e-13, 1.0732525979051388e-12]], [[0.09679344332789108, 0.09844951962740955], [0.035024608275440273, 0.06563301308513138], [0.09679344332787443, 0.09844951962741567], [0.09679344332788582, 0.09844951962741073], [0.09679344332782878, 0.09844951962745675]], [[0.0018737941342539255, 0.0018291702930026885], [0.0003680169554446296, 0.0012194468619919003], [0.0018737941342506597, 0.0018291702929987997], [0.0018737941342529911, 0.0018291702930015741], [0.0018737941342356252, 0.001829170292982082]], [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0.10640159991102639, 0.1053630866699986, -0.4419994493453057, -0.4905535656539781, 0.3193114436390861, 0.2778788094595101, 0.13582921484030966, 0.18507454056276573, -0.8395547683793185, 0.09710404239303069, 0.42990298716144687, -0.4379900222857567, -0.490025180536161, -0.3396941083986022, -0.31550932693724004, 0.13706612772152182, 0.9265279392369543, 0.8077722757429716, 0.6787820807604741, 0.6460321908828363, -0.5164525713757155, -0.5634093658624474, -0.31132332975322363, 0.12675090092225536, 0.5088635602697663, 0.10747315674373659, 0.25543229946958773, 0.5878345609276554, 0.8770717147984554, -0.42546086715791137, -0.40239093657695135, -0.07049740819024494, 0.09489592586230965, 0.32958315961688456, -0.022042387703235147, 0.1735507555581131, -0.021548026483345584, -0.11956065658660801, 0.6352877029273724, -0.8281769961680269, 0.5414789157051124, 0.05395202010057458, 0.19599642373276482, -0.5744061099075881, -0.6841584842350896, -1.0191081944666152, 0.6815998301502749, 0.36129481747402287, -1.0127721721526728, -0.24367342968434913, 0.20705194686478615, 0.025902171893774258, -0.5816171820434818, -0.016593475818117813, -0.4377524904784869, 0.3051422884401218, -0.8145605589191832, 0.41377758837383316, 0.18780091395487614, -0.925733226589886, -0.19488792953186096, 0.6573334786950029, -0.04509682762734861], [0.04197056230601099, 0.17286627806029736, -0.03409099307351117, 0.9100246080236211, -0.4203077887336371, -0.9553057816057091, 0.6696758778966331, -0.46335161595013497, -0.7163418095116556, 0.6995918985746306, 0.4103360327881105, -0.02789801616627495, -0.2844437305132263, 0.13685122303609124, -0.21773423274230688, 0.49632098707856787, -0.4969436710652828, -1.149673789293375, 0.45390143321036375, 0.5797463786515872, 0.8109048612758806, -0.04361085276702331, 0.916396156962383, -0.5956659362795461, -0.2392049864078061, -1.013011363440988, -0.12235346789668265, -0.6709628262442018, 0.3885035985978114, -0.651802432757397, 0.06606150383093587, -0.4917376428902469, 0.5110258258323915, -0.3070951922446441, -0.8693443944541661, -0.683134083747846, 0.013017540423156927, 0.1917418265103337, 0.7516183438049321, 0.5641443602897791, 0.6447875824360743, -0.27455396492592116, 0.8824627275102495, -0.4514733604082752, 0.7880112467429737, 0.6164708899812222, 0.7483572116520063, -0.5807360654151473, -0.22307237191048895, -0.5248383892012654, 0.21773265053628674, -0.3854272729922221, -0.4757686087768384, 0.5256596099450004, -0.38358393793501877, 0.26124500556952573, 0.8911829214861202, 0.9541694197502226, -0.2189875357108445, 0.4132390099285641, -0.2946689270176522, -0.03580941206107395, 0.6214854021065312], [0.022483261351988235, 0.06273278357967256, -0.6262511526527101, 0.11216157900184456, 0.3314566467550491, 0.45337952612909943, 0.30855500251567436, -0.12748736321250567, -0.38271020974638126, 0.31378520899280876, -0.31727146043035626, -0.5660946779544058, -0.6431470789400513, -0.7327958743525922, 0.20131281209982002, -0.43975492363582425, -0.7347952956609541, -0.2048387289615566, -0.11591561407625842, 0.2349495458237351, 0.8711086315010098, -0.46803119218510303, 0.08722251123694263, -0.4670513672488312, -0.7925878580805116, -0.13497250728546797, -0.2054532873111586, -0.634514525049577, 0.3584760442543808, -0.7364094166751429, -0.057585326022011406, -0.7308788554363551, -0.44369950171447564, -0.45245474244839845, -0.03743067659821994, 0.5066752142700754, 0.5232304889243671, 0.48955499723808116, -0.05407022288057352, 0.6659853188646555, -0.6252517694682389, -0.5163336111206737, -0.21286622924869097, 0.256829071336971, 0.0011141609489479431, -0.3686564368263896, -0.8879560392213919, -0.6467162646919566, 0.7046994307960402, -0.024531210377177964, -0.20131246820131568, 0.2938530505720469, 0.2991671555435323, -0.01176200785315241, 0.06402934336092972, 0.41386583798677473, 0.1763750268692815, -0.4670201371862681, -0.5053033599695687, -0.6540509482612636, -0.3211546768940234, 0.018423332925552115, -0.5403355524093046], [0.4008643430408948, -0.1465944134519716, -0.1337818408597115, -0.033138706756518074, -0.4932463345229051, 0.24068289671364773, -0.513875067799302, -0.6780069032127798, 0.8553957175464901, -0.30233660983310334, 0.9072040909829364, 0.1862903864408908, 0.2549478725216784, 0.7968650203241017, -0.02053211317708704, -0.08039298080220694, 0.4681938456337118, -0.3536735247491628, 0.8013188817670108, 0.5666519453659363, -0.5579555600510567, -0.002269996950861648, -0.8384861341813087, 0.38671652724502287, -0.16942758300758015, 0.6239779122777683, 0.682792631836622, 0.43457315684465014, 0.6810087309939455, -0.22832785025356286, -0.403156243565146, 0.09828848000350088, 1.0452467496965112, 0.33049640597251223, 0.0823900035033566, 0.49546428519283175, 0.3337180731620652, -0.11585120958143623, -0.2745377848048922, 0.05986062436377882, -0.05744811620902171, 0.6200449694220687, -0.989898942719853, 0.2566175138870678, -0.4444820021683368, -0.15093693943261, -0.17049511054857014, -0.006288910804558113, 0.5849611685673071, -0.6822717608159979, -0.5693834067286985, -0.5849238433511855, -0.4073137326975394, 0.8126183661890086, 0.2157525566412657, 0.3439125839974267, 0.012224447708499583, 0.6143727508549077, -0.7459678817677351, 0.02052881551403312, 0.6245366009359005, -0.5974475698286752, -0.6925725554114912]], 1, 5e-09]]","[[[""$H_n$"", ""$H_0$"", ""$H_1$"", ""$H_2$"", ""$H_3$""], [[0.0, 0.0], [4.951594689828198e-14, 4.907185768843192e-14], [6.716849298982197e-14, 6.694644838489694e-14], [5.162537064506978e-15, 6.106226635438361e-15], [6.145084441300241e-14, 6.117328865684613e-14]], [[0.09679344332789108, 0.09844951962740955], [0.035024608275190085, 0.06563301308495957], [0.08204126635617011, 0.09844951962740284], [0.09679344332789087, 0.09844951962740976], [0.03502460827519316, 0.06563301308496154]], [[0.0018737941342539255, 0.0018291702930026885], [0.00036801695544814067, 0.0012194468620006914], [0.0014332045672252787, 0.001829170293000517], [0.0018737941342537728, 0.0018291702930025397], [0.00036801695544809904, 0.00121944686200066]], [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [-0.006595651721181448, -0.4831878819724165, -0.010585660958670758, -0.4097902981318076, -0.2018361346821687, -0.15247924135904198, -0.3110240640674505, -0.25464113468847094, 0.09771816139535905, -0.8016102264789037, 0.29326091967465223, -0.08175088093268358, -0.7678435519117318, -0.9833461762660926, 0.4992776005344715, -0.8964416973359604, 0.12705646819418806, -0.2896664254813851, 0.796418128611958, -0.15384608656815082, 0.6924706748614545, 0.4981206568174888, -0.18458873146080843, -0.38365930075334875, 0.6619594240185023, 0.1481097433467829, -0.17573933378275222, -0.46774992536885085, -0.06788770040535541, -0.2289128621511685, -0.5922068789370504, 0.32355943008640553, -0.824223682247486, -0.2665914688236791, 0.2524755042455093, 0.27555454176342997, -0.26020643702475255, 0.34110418516694585, -0.2870790228606423, 0.6927321240278667, -0.1592327401264973, -0.30875303209793714, -0.5553350050891608, 0.05215743839886105, -0.2874411247792881, 0.15959373306093982, 0.5595053090722116, -0.058696311229613427, 0.657956967423428, -0.36048604324142397, -0.1858437735034169, -0.4287449055070988, 0.26028929787129146, 0.5959919762954848, 0.6100711756518994, 0.4613920111611751, -0.23427740958299273, 0.45352892073704465, -0.24547590329915217, 0.05526059466636371, 0.6377932934217622, 0.37358499295620046, 0.6440031017989891], [0.36563850086783517, 0.9048843688457548, 0.3772544052281131, -0.06667612884706245, 0.020541982031084767, -0.17557284842270743, 0.11604865037930513, 0.534770149960558, -0.26400701947613003, 0.3788664617612857, -0.43446126222430365, -0.282660135771564, 0.7383002383584477, -0.5560440723708852, 0.3508972660876312, 0.6394005429861724, 0.20777385821278443, -0.6817569342066969, -0.11642254938539545, 0.24708680231737704, -0.7398411878071538, -0.6033623655871971, -0.07253073792904367, 0.3604279147920895, 0.49899236849669304, 0.6003014788743922, 0.9720707534673375, -0.5265228669086363, 0.2442471742626441, -0.487522104893632, 0.5214617783954698, -0.7438423500277146, 0.301161914696305, 0.04232735901215519, 0.3162478940533158, -0.6854275833424569, -0.1875516681958761, -0.9134865640791698, -0.43511659450599083, 0.35533649694306796, -0.6329140422192191, 0.17817442238779538, -0.5776675039049118, 0.05085884168382655, -0.5100932015910901, 0.6041142400891171, 0.1668984241574286, 0.6677906663871223, 0.6846124595007657, -0.9529954456698737, -0.4961446859728994, -0.09488424935284769, -0.45786844559314843, -0.02867845504348204, -0.5004968679971868, 0.3212986960141148, -0.10519093106540331, 0.8708286546784858, -0.8020186605840472, 0.7866268013478932, -0.022606075068194998, 0.7096415801988294, -0.0677099921751546], [-0.3586672628308137, -0.29514653241995736, -0.040363278580191266, 0.5904239746758716, -0.12865367783745232, 0.22943412005536215, 0.5043128808931671, 0.318293084372234, -0.2751240434532339, -0.12869170218766574, -0.1028031315363808, -0.21571051008674919, -0.20928351264356115, 0.013943531714023396, -0.05521220349949085, 0.08321451998420923, 0.20398058558396193, -0.13129564053264628, 0.10039435129699566, -0.11592154354565362, 1.0789153441199824, -0.6158512726464187, -0.3695361678718635, 0.15122455921637512, 0.04670464548882349, -0.64306743523517, 0.15571278963427496, 0.7124846659032283, -0.06592080655490805, 0.5765538305058084, 0.24627164711416943, 0.4361489614960486, -0.7022652239206824, 0.30584876256636634, -0.6344522597269268, 0.675974997972654, -0.33248461582240285, 0.06914111119592535, 0.5554534223344192, -0.5351452256848552, 0.11483829682928315, -0.24307618043099602, -0.0391497172198056, -0.2368923196146052, -0.27123336476975796, 0.401574220062407, 0.37106055058295156, -0.1609166803438671, 0.8912325106918951, 0.817958235646411, 0.43226457890495934, -0.6140307718060583, -0.43357533244226576, -0.5623017610622023, -0.42299040751295774, -0.3151404472795381, -0.22651833542677186, -0.2593429010935184, -0.17767462787820112, 0.2010146108141165, 0.5810805069541778, -0.4270531799193418, -0.8187525064530836], [0.9075215236009203, -0.7103598752825091, 0.27900270067943156, 0.3503680766644103, 0.5965540881747229, 0.20103059456977324, 0.5903273563093873, 0.3819076329705284, 0.27478855039698097, -0.6152972724816996, -0.026087747601947237, 0.21857218638375192, -0.17200457804964117, 0.6760000308123302, -0.04774558668350106, -0.3321611893206302, -0.0921079870600932, -0.3754853155182062, -0.39886961374364377, 0.6532213591670407, 0.05755478938822395, 0.5722436443563053, -0.14060583008047603, -0.5178375754492632, -0.01825901333290933, -0.7669047832914019, 0.7717842824346647, 0.4096309991838343, 0.03369356093290006, 0.06230992760560997, 0.31818070942536736, -0.14902571426723574, -0.25851561480534646, 0.445977104921316, -0.41428570828137895, -0.13345488008370662, -0.6407578565934031, -0.6178690849464743, 0.49914319086300085, -0.16453232167316775, -0.1770972217518113, 0.003312687213572905, 0.19742200712241617, 0.8204033280733272, 0.6186087196105513, 0.12126875121466417, 0.4289412363592668, -0.6415811410736557, -0.19114624681423922, -0.17767273814195697, 0.5486438669565845, -0.10124447351354546, 0.2631210962609735, 0.46086312170563065, 0.28239402545650105, -0.03752221690213568, -0.33123139703343285, 0.05355397065587899, 0.4352938628959974, -0.3676897830630845, -0.5067080954398987, 0.3902758984144375, -0.2603892717836352]], 3, 5e-09]]"
